"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Artist","1.0","Artist-{spotify_1672|dbpedia_1319}","{[Lunchmoney Lewis]|[Lunchmoney Lewis]}","[Lunchmoney Lewis]",,
"RecordLabel","0.5","RecordLabel-{dbpedia_2144|dbpedia_5066}","{RCA Records|RCA Records}","RCA Records",,
"RecordLabel","1.0","RecordLabel-{dbpedia_425}","{BMG Rights Management GmbH}","BMG Rights Management GmbH",,
"Artist","1.0","Artist-{dbpedia_3799|spotify_12218}","{[Panic! At The Disco]|[Panic! At The Disco]}","[Panic! At The Disco]",,
"Producer","1.0","Producer-{dbpedia_2476}","{Johnny ""John"" Stephen Humphrey,John Humphrey,Dale Stewart,Shaun Morgan,Dale William Stewart}","Johnny ""John"" Stephen Humphrey,John Humphrey,Dale Stewart,Shaun Morgan,Dale William Stewart",,
"Duration","1.0","Duration-{musicbrainz_9563}","{212000.0}","212000.0",,
"Genre","1.0","Genre-{musicbrainz_17419|musicbrainz_17443}","{indie rock|indie rock}","indie rock",,
"Name","0.0","Name-{spotify_318|musicbrainz_31275|dbpedia_5950}","{Love Like This - Acoustic|Love Like This|Love Like This (Kodaline song)}","Love Like This",,
"Artist","0.0","Artist-{spotify_15846|dbpedia_448}","{[The Weeknd, Drake]|[The Weeknd]}","[The Weeknd, Drake]",,
"Duration","1.0","Duration-{spotify_15631}","{234253.0}","234253.0",,
"Year","1.0","Year-{spotify_13624|dbpedia_1508}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"RecordLabel","1.0","RecordLabel-{dbpedia_2154}","{Ministry of Sound}","Ministry of Sound",,
"Duration","1.0","Duration-{spotify_13238}","{199747.0}","199747.0",,
"Artist","0.5714285714285714","Artist-{musicbrainz_25024|spotify_4771|musicbrainz_25021|musicbrainz_25053|spotify_5809|dbpedia_5373|spotify_3213}","{[Bastille]|[Bastille, Audien]|[Bastille]|[Bastille]|[Bastille]|[Bastille]|[Bastille]}","[Bastille, Audien]",,
"Duration","1.0","Duration-{spotify_1733}","{243133.0}","243133.0",,
"Name","1.0","Name-{dbpedia_31|spotify_2615}","{Me and My Broken Heart|Me And My Broken Heart}","Me and My Broken Heart",,
"Duration","1.0","Duration-{spotify_6638}","{202093.0}","202093.0",,
"Name","0.5","Name-{spotify_6696|musicbrainz_17416}","{Quesadilla|Quesadilla}","Quesadilla",,
"Writer","1.0","Writer-{dbpedia_2418}","{Joey Moi}","Joey Moi",,
"Artist","0.5","Artist-{musicbrainz_3546|spotify_15966}","{[Lana Del Rey]|[Lana Del Rey]}","[Lana Del Rey]",,
"Producer","1.0","Producer-{dbpedia_2475}","{Noel Gallagher}","Noel Gallagher",,
"Duration","1.0","Duration-{spotify_12039}","{260240.0}","260240.0",,
"Duration","0.5","Duration-{spotify_1147|musicbrainz_26158}","{193987.0|193986.0}","193986.5",,
"Artist","0.6","Artist-{dbpedia_1405|spotify_16798|spotify_5790|dbpedia_5569|musicbrainz_15845}","{[Empire Of The Sun]|[Krewella]|[Krewella, Empire Of The Sun, One Direction]|[Krewella]|[Empire Of The Sun]}","[Krewella, Empire Of The Sun, One Direction]",,
"Producer","1.0","Producer-{dbpedia_1276}","{Alex Turner}","Alex Turner",,
"Writer","1.0","Writer-{dbpedia_3615}","{Shellback}","Shellback",,
"Year","0.5","Year-{musicbrainz_23893|spotify_8886}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Duration","1.0","Duration-{spotify_13237}","{195966.0}","195966.0",,
"Writer","1.0","Writer-{dbpedia_3614}","{Danger Mouse,The Black Keys}","Danger Mouse,The Black Keys",,
"Artist","0.0","Artist-{spotify_182|dbpedia_2788|dbpedia_5432}","{[Mindless Behavior, Diggy Simmons]|[Mindless Behavior]|[Diggy Simmons]}","[Mindless Behavior, Diggy Simmons]",,
"Name","1.0","Name-{dbpedia_8215|spotify_14009}","{Fire n Gold|Fire N Gold}","Fire n Gold",,
"Duration","1.0","Duration-{musicbrainz_9561}","{260000.0}","260000.0",,
"Producer","0.5","Producer-{dbpedia_603|dbpedia_605}","{Young Thug,Travis Scott,Starrah,Migos,Mike Dean,Frank Dukes,Vinylz|Mike Dean,Migos,Starrah,Frank Dukes,Travis Scott,Vinylz,Young Thug}","Young Thug,Travis Scott,Starrah,Migos,Mike Dean,Frank Dukes,Vinylz",,
"Name","0.6666666666666666","Name-{dbpedia_6766|musicbrainz_14278|spotify_15936}","{Shades of Cool|Shades of Cool|Shades Of Cool}","Shades of Cool",,
"Genre","1.0","Genre-{dbpedia_10025}","{Hip hop,Contemporary R,B}","Hip hop,Contemporary R,B",,
"Album","1.0","Album-{musicbrainz_4531}","{Sing Your Heart Out! 2016}","Sing Your Heart Out! 2016",,
"Year","0.5","Year-{dbpedia_4867|musicbrainz_22704}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","0.4","Year-{spotify_2457|dbpedia_9256|dbpedia_1932|dbpedia_8351|dbpedia_8350}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Name","0.0","Name-{dbpedia_1952|musicbrainz_20749}","{Endless Forms Most Beautiful (song)|Endless Forms Most Beautiful}","Endless Forms Most Beautiful",,
"Genre","1.0","Genre-{dbpedia_1166}","{Trap music}","Trap music",,
"Artist","0.6666666666666666","Artist-{dbpedia_261|spotify_8269|dbpedia_260}","{[Sir Elton John]|[Elton John]|[Elton John]}","[Elton John]",,
"Genre","1.0","Genre-{dbpedia_4760}","{Trip hop}","Trip hop",,
"Genre","1.0","Genre-{dbpedia_11222}","{Dubstep}","Dubstep",,
"Duration","0.5","Duration-{musicbrainz_3568|spotify_19680}","{285000.0|285320.0}","285160.0",,
"Name","0.5","Name-{spotify_8695|musicbrainz_13780}","{Separator|Separator}","Separator",,
"Album","1.0","Album-{dbpedia_3661}","{The Lady Killer}","The Lady Killer",,
"Duration","1.0","Duration-{spotify_4492}","{305840.0}","305840.0",,
"Writer","0.5","Writer-{dbpedia_10219|dbpedia_10529}","{The Cataracs|The Cataracs}","The Cataracs",,
"Duration","0.5","Duration-{spotify_8825|musicbrainz_9145}","{204507.0|204000.0}","204253.5",,
"Name","0.3333333333333333","Name-{musicbrainz_381|spotify_12831|dbpedia_3939}","{When We Stand Together|When We Stand Together|When We Stand Together}","When We Stand Together",,
"Album","1.0","Album-{dbpedia_10418}","{The Element of Freedom}","The Element of Freedom",,
"Album","0.5","Album-{dbpedia_3715|musicbrainz_26612}","{A Different Kind of Fix|A Different Kind of Fix}","A Different Kind of Fix",,
"Name","0.0","Name-{spotify_12424|dbpedia_5462}","{Champion (feat. Travis Scott)|Champions (GOOD Music song)}","Champions (GOOD Music song)",,
"Genre","1.0","Genre-{dbpedia_1167}","{Bro-country}","Bro-country",,
"Artist","1.0","Artist-{dbpedia_166|spotify_10810}","{[Luke Bryan]|[Luke Bryan]}","[Luke Bryan]",,
"Album","1.0","Album-{dbpedia_2460}","{Pain Killer}","Pain Killer",,
"Name","0.0","Name-{musicbrainz_20261|dbpedia_11319}","{I Love You (acoustic Quintet version)|I Love You (Woodkid song)}","I Love You (Woodkid song)",,
"Name","0.0","Name-{dbpedia_1100|musicbrainz_30498}","{One Love (Marianas Trench song)|One Love}","One Love",,
"Artist","0.5","Artist-{dbpedia_5977|spotify_13017}","{[Chase Rice]|[Chase Rice]}","[Chase Rice]",,
"Album","1.0","Album-{musicbrainz_32910}","{BUTTERFLY}","BUTTERFLY",,
"Name","0.5","Name-{dbpedia_8866|spotify_13593}","{La Despedida|La Despedida}","La Despedida",,
"Name","0.0","Name-{dbpedia_6950|spotify_9732}","{The A Team (Ed Sheeran song)|The A Team}","The A Team",,
"Writer","0.5","Writer-{dbpedia_10180|dbpedia_5713}","{Hit-Boy|Hit-Boy}","Hit-Boy",,
"Artist","1.0","Artist-{spotify_11885|dbpedia_4544}","{[Carrie Underwood]|[Carrie Underwood]}","[Carrie Underwood]",,
"Duration","1.0","Duration-{spotify_4491}","{226286.0}","226286.0",,
"Duration","1.0","Duration-{musicbrainz_32334}","{212306.0}","212306.0",,
"Name","0.5","Name-{dbpedia_10753|spotify_7009}","{Leave a Trace|Leave a Trace}","Leave a Trace",,
"Name","0.5","Name-{spotify_7598|musicbrainz_16238}","{California English|California English}","California English",,
"Producer","1.0","Producer-{dbpedia_9507}","{Jamie xx}","Jamie xx",,
"Album","1.0","Album-{dbpedia_2463}","{A War You Cannot Win}","A War You Cannot Win",,
"Genre","0.5","Genre-{dbpedia_2359|dbpedia_1115}","{Soul,Contemporary R,B|Soul,Contemporary R,B}","Soul,Contemporary R,B",,
"Album","1.0","Album-{musicbrainz_18752}","{An Awesome Wave}","An Awesome Wave",,
"Year","0.0","Year-{dbpedia_3453|spotify_16904}","{2014-01-01T00:00|2013-01-01T00:00}","2014-01-01T00:00",,
"Year","1.0","Year-{dbpedia_1206|spotify_7617|spotify_11637}","{2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","0.5","Year-{dbpedia_1164|spotify_6613}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Name","0.5","Name-{spotify_13788|musicbrainz_27233}","{Hopeless Wanderer|Hopeless Wanderer}","Hopeless Wanderer",,
"Name","0.5","Name-{musicbrainz_28434|spotify_3352}","{Tonight the World Dies|Tonight the World Dies}","Tonight the World Dies",,
"Writer","1.0","Writer-{dbpedia_7317}","{Butch Walker}","Butch Walker",,
"Artist","0.0","Artist-{spotify_12163|dbpedia_162|dbpedia_1914}","{[Travis Scott, Future, 2 Chainz]|[Travis Scott]|[2 Chainz]}","[Travis Scott, Future, 2 Chainz]",,
"Genre","1.0","Genre-{dbpedia_10026}","{Pop music,Contemporary R,B}","Pop music,Contemporary R,B",,
"Year","1.0","Year-{spotify_10746|dbpedia_5803}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_24457|dbpedia_10029}","{I Like It When You Sleep‚ for You Are So Beautiful yet So Unaware of It|I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It}","I Like It When You Sleep‚ for You Are So Beautiful yet So Unaware of It",,
"Producer","1.0","Producer-{dbpedia_1271}","{Nicholas O'Malley,Alex Turner,Nick O'Malley}","Nicholas O'Malley,Alex Turner,Nick O'Malley",,
"Album","0.4","Album-{musicbrainz_2647|musicbrainz_2623|dbpedia_6272|musicbrainz_2593|musicbrainz_2607}","{BBC Introducing Presents..., Vol. 1|Tourist History|Tourist History|Beacon|Beacon,Tourist History,ONXRT: Live From the Archives, Volume 14}","Tourist History",,
"Writer","1.0","Writer-{dbpedia_9971}","{Jacknife Lee}","Jacknife Lee",,
"Artist","0.5","Artist-{spotify_5998|musicbrainz_27296}","{[Breaking Benjamin]|[Breaking Benjamin]}","[Breaking Benjamin]",,
"Producer","0.5","Producer-{dbpedia_6011|dbpedia_4908}","{Tamar Braxton,Tamar Estine Braxton,Chris Jasper,Future|Future,Chris Jasper,Tamar Estine Braxton,Tamar Braxton}","Tamar Braxton,Tamar Estine Braxton,Chris Jasper,Future",,
"Genre","0.0","Genre-{musicbrainz_8365|dbpedia_1053}","{rock|Hard rock,Post-grunge,Alternative rock}","Hard rock,Post-grunge,Alternative rock",,
"Duration","1.0","Duration-{spotify_19598}","{316800.0}","316800.0",,
"Name","0.0","Name-{dbpedia_4488|spotify_7589}","{One Night Stand (Keri Hilson song)|One Night Stand}","One Night Stand",,
"Year","1.0","Year-{spotify_2715|dbpedia_3785}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Album","0.5","Album-{dbpedia_389|dbpedia_4287}","{Lasers|Lasers}","Lasers",,
"Year","0.5","Year-{spotify_20079|musicbrainz_24459}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Duration","1.0","Duration-{musicbrainz_32332}","{214520.0}","214520.0",,
"Genre","0.6666666666666666","Genre-{dbpedia_6254|musicbrainz_27693|musicbrainz_27683}","{Pop rock|rock|rock}","Pop rock",,
"Genre","0.75","Genre-{dbpedia_1037|musicbrainz_9139|musicbrainz_9927|musicbrainz_9928}","{Pop rock|pop punk|pop punk|pop punk}","Pop rock",,
"Name","0.0","Name-{dbpedia_4934|spotify_9072}","{Something Better (Audien song)|Something Better}","Something Better",,
"Album","1.0","Album-{dbpedia_6160}","{Home}","Home",,
"Writer","1.0","Writer-{dbpedia_8514}","{Butch Walker}","Butch Walker",,
"Producer","1.0","Producer-{dbpedia_1270}","{Niall Horan,John Ryan,Harry Styles,Zayn,Zayn Malik,Jamie Scott,Liam Payne,Louis Tomlinson}","Niall Horan,John Ryan,Harry Styles,Zayn,Zayn Malik,Jamie Scott,Liam Payne,Louis Tomlinson",,
"Year","0.3333333333333333","Year-{musicbrainz_24457|dbpedia_10029|spotify_18109}","{2016-01-01T00:00|2015-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Name","0.0","Name-{dbpedia_1114|spotify_17772}","{I Need a Miracle (song)|I Need A Miracle}","I Need A Miracle",,
"Album","1.0","Album-{dbpedia_3665}","{Evanescence}","Evanescence",,
"Genre","0.5","Genre-{dbpedia_7668|musicbrainz_14265}","{Trip hop|trip hop}","Trip hop",,
"Name","0.6666666666666666","Name-{spotify_12947|dbpedia_6523|spotify_20430}","{How Long Will I Love You - Bonus Track|How Long Will I Love You?|How Long Will I Love You}","How Long Will I Love You",,
"Artist","1.0","Artist-{dbpedia_11101|musicbrainz_14359}","{[Dream Theater]|[Dream Theater]}","[Dream Theater]",,
"Duration","0.5","Duration-{musicbrainz_8069|spotify_11772}","{230000.0|229720.0}","229860.0",,
"Artist","1.0","Artist-{spotify_17974|dbpedia_1202}","{[Slipknot]|[Slipknot]}","[Slipknot]",,
"Artist","0.5","Artist-{dbpedia_4862|musicbrainz_8155}","{[Band Of Horses]|[Band Of Horses]}","[Band Of Horses]",,
"Year","0.75","Year-{musicbrainz_14872|spotify_13673|dbpedia_9241|musicbrainz_14855}","{2011-01-01T00:00|2011-01-01T00:00|2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Year","0.5","Year-{dbpedia_2366|spotify_12255}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Name","0.0","Name-{dbpedia_2246|spotify_1937}","{Perfect Strangers (Jonas Blue song)|Perfect Strangers}","Perfect Strangers",,
"Duration","1.0","Duration-{musicbrainz_6631|musicbrainz_6644|musicbrainz_6645|musicbrainz_6646|spotify_11014}","{193813.0|195960.0|195000.0|194000.0|194240.0}","194602.6",,
"Artist","1.0","Artist-{spotify_18598|musicbrainz_3871}","{[Sleeping With Sirens]|[Sleeping With Sirens]}","[Sleeping With Sirens]",,
"Duration","1.0","Duration-{musicbrainz_16628}","{251000.0}","251000.0",,
"Album","0.5","Album-{musicbrainz_24341|dbpedia_5596}","{In Rolling Waves|In Rolling Waves}","In Rolling Waves",,
"Album","1.0","Album-{dbpedia_2464}","{For We Are Many}","For We Are Many",,
"Name","0.5","Name-{spotify_17786|musicbrainz_14273}","{Carmen|Carmen}","Carmen",,
"Year","1.0","Year-{dbpedia_1128|spotify_19054}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_18757}","{An Awesome Wave}","An Awesome Wave",,
"Duration","1.0","Duration-{spotify_16838}","{289973.0}","289973.0",,
"Album","0.0","Album-{musicbrainz_1479|dbpedia_7449}","{Colour of the Trap,Alternative Energy, Volume 4|Colour of the Trap}","Colour of the Trap,Alternative Energy, Volume 4",,
"Name","0.0","Name-{dbpedia_6600|spotify_14830}","{Language (song)|Language}","Language",,
"Name","0.0","Name-{dbpedia_7114|spotify_19092}","{Pull Up (Wiz Khalifa song)|Pull Up (feat. Lil Uzi Vert)}","Pull Up (Wiz Khalifa song)",,
"Duration","0.5","Duration-{musicbrainz_1931|spotify_9686}","{225000.0|225013.0}","225006.5",,
"Album","0.5","Album-{dbpedia_4813|musicbrainz_20816}","{Audio Secrecy|Audio Secrecy}","Audio Secrecy",,
"Writer","1.0","Writer-{dbpedia_7314}","{Derek George}","Derek George",,
"Album","1.0","Album-{musicbrainz_19951}","{We as Human}","We as Human",,
"Artist","1.0","Artist-{dbpedia_8825|spotify_19694}","{[Italobrothers]|[Italobrothers]}","[Italobrothers]",,
"Artist","0.5","Artist-{musicbrainz_3847|dbpedia_5220}","{[The Smashing Pumpkins]|[The Smashing Pumpkins]}","[The Smashing Pumpkins]",,
"Artist","1.0","Artist-{dbpedia_3665|spotify_7657}","{[Evanescence]|[Evanescence]}","[Evanescence]",,
"Name","0.0","Name-{spotify_10104|dbpedia_4919|spotify_15030}","{Classic Man (feat. Kendrick Lamar) - Remix|Classic Man|Classic Man (feat. Roman GianArthur)}","Classic Man",,
"Genre","1.0","Genre-{dbpedia_1164}","{Power pop,Pop rock}","Power pop,Pop rock",,
"Name","0.0","Name-{spotify_12720|dbpedia_933}","{Til I Forget About You|Til I Forget About You (song)}","Til I Forget About You",,
"Writer","0.5","Writer-{dbpedia_4948|dbpedia_2990}","{Juan Magán,Juan Magan|Juan Magan,Juan Magán}","Juan Magán,Juan Magan",,
"Artist","0.0","Artist-{spotify_16169|dbpedia_1024|spotify_10174}","{[50 Cent, Sonny Digital]|[50 Cent]|[50 Cent, Chris Brown]}","[Sonny Digital, 50 Cent, Chris Brown]",,
"Album","1.0","Album-{dbpedia_2201}","{Recess}","Recess",,
"Artist","1.0","Artist-{dbpedia_5507|spotify_8179}","{[Iggy Azalea]|[Iggy Azalea]}","[Iggy Azalea]",,
"Name","0.0","Name-{dbpedia_11030|spotify_13651}","{Taboo (Don Omar song)|Taboo}","Taboo",,
"Name","0.5","Name-{spotify_1426|musicbrainz_30656}","{One Way Trigger|One Way Trigger}","One Way Trigger",,
"Album","1.0","Album-{musicbrainz_31974}","{Alvvays}","Alvvays",,
"Writer","1.0","Writer-{dbpedia_7313}","{Keith Urban,Dann Huff}","Keith Urban,Dann Huff",,
"Name","0.5","Name-{musicbrainz_32367|spotify_13725}","{Raised By Wolves|Raised By Wolves}","Raised By Wolves",,
"Album","1.0","Album-{dbpedia_8014|musicbrainz_23080}","{Noel Gallagher's High Flying Birds|Noel Gallagher’s High Flying Birds}","Noel Gallagher's High Flying Birds",,
"Album","1.0","Album-{dbpedia_1002}","{My World 2.0,Versus,Never Say Never: The Remixes}","My World 2.0,Versus,Never Say Never: The Remixes",,
"Producer","1.0","Producer-{dbpedia_8306}","{Hayley Williams,Taylor York}","Hayley Williams,Taylor York",,
"Name","0.0","Name-{dbpedia_2308|spotify_15781}","{You (Romeo Santos song)|You}","You",,
"Album","0.5","Album-{dbpedia_6573|musicbrainz_24553}","{Melophobia|Melophobia}","Melophobia",,
"Album","1.0","Album-{dbpedia_3663}","{Daydream Forever}","Daydream Forever",,
"Artist","0.25","Artist-{spotify_10894|dbpedia_4575|spotify_10881|spotify_5799}","{[Rihanna, Mikky Ekko]|[Rihanna]|[Rihanna, Mikky Ekko, Florida Georgia Line]|[Rihanna, Mikky Ekko, Florida Georgia Line]}","[Rihanna, Mikky Ekko, Florida Georgia Line]",,
"Duration","0.5","Duration-{spotify_12690|musicbrainz_3889}","{219107.0|219000.0}","219053.5",,
"Artist","1.0","Artist-{spotify_7625|dbpedia_8509}","{[Ghost]|[Ghost]}","[Ghost]",,
"Name","0.0","Name-{spotify_11654|dbpedia_11015}","{Grove St. Party (feat. Kebo Gotti)|Grove St. Party}","Grove St. Party",,
"Album","1.0","Album-{dbpedia_2200}","{In the Lonely Hour}","In the Lonely Hour",,
"Name","1.0","Name-{spotify_8867|musicbrainz_17686}","{Solo Dolo Part II|Solo Dolo, Part II}","Solo Dolo Part II",,
"Artist","0.5","Artist-{spotify_73|dbpedia_2255}","{[B.o.b]|[B.o.b]}","[B.o.b]",,
"Album","1.0","Album-{dbpedia_7350}","{Armando}","Armando",,
"Year","0.0","Year-{dbpedia_1445|musicbrainz_9475}","{2014-01-01T00:00|2015-01-01T00:00}","2014-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_11493}","{Pop music}","Pop music",,
"Album","1.0","Album-{dbpedia_1259}","{Royalty}","Royalty",,
"Artist","0.5","Artist-{dbpedia_1258|spotify_11265}","{[Hailee Steinfeld]|[Hailee Steinfeld]}","[Hailee Steinfeld]",,
"Producer","1.0","Producer-{dbpedia_7105}","{In This Moment}","In This Moment",,
"Genre","1.0","Genre-{dbpedia_4769}","{Dance-pop}","Dance-pop",,
"Genre","1.0","Genre-{dbpedia_6900}","{Country music}","Country music",,
"Genre","1.0","Genre-{musicbrainz_15372|musicbrainz_5711|dbpedia_10371}","{alternative rock|alternative rock|Alternative rock}","alternative rock",,
"Artist","0.3333333333333333","Artist-{spotify_1525|spotify_1770|dbpedia_9222}","{[The Knocks, Powers]|[The Knocks, Powers]|[The Knocks]}","[Powers, The Knocks]",,
"Genre","1.0","Genre-{dbpedia_8464}","{Country music}","Country music",,
"Year","0.3333333333333333","Year-{spotify_102|dbpedia_879|dbpedia_1748}","{2011-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_12656}","{The Reckoning}","The Reckoning",,
"Artist","1.0","Artist-{dbpedia_11150|spotify_13089}","{[Sturgill Simpson]|[Sturgill Simpson]}","[Sturgill Simpson]",,
"Album","0.0","Album-{musicbrainz_25012|musicbrainz_25051|musicbrainz_25050|dbpedia_6680}","{Bad Blood: The Extended Cut|Acoustic|Girl Trapz, Volume Four|Bad Blood}","Acoustic",,
"Producer","1.0","Producer-{dbpedia_9767}","{Kelly Jones}","Kelly Jones",,
"Genre","1.0","Genre-{dbpedia_5968}","{Country music}","Country music",,
"Duration","1.0","Duration-{spotify_11090}","{212947.0}","212947.0",,
"Name","0.0","Name-{dbpedia_7674|spotify_11145}","{All My Friends (Snakehips song)|All My Friends (feat. Tinashe , Chance the Rapper)}","All My Friends (Snakehips song)",,
"Year","0.3333333333333333","Year-{dbpedia_11469|musicbrainz_24450|spotify_385}","{2014-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Year","0.5","Year-{dbpedia_506|spotify_16790}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Album","1.0","Album-{dbpedia_1258}","{Haiz}","Haiz",,
"Duration","0.75","Duration-{musicbrainz_32400|spotify_12858|musicbrainz_27378|musicbrainz_27367}","{205453.0|205400.0|169000.0|205000.0}","196213.25",,
"Duration","1.0","Duration-{spotify_10991}","{282813.0}","282813.0",,
"Genre","1.0","Genre-{dbpedia_11492}","{Country music}","Country music",,
"Artist","0.0","Artist-{spotify_11246|dbpedia_8948}","{[Charlie Puth, Selena Gomez]|[Charlie Puth]}","[Charlie Puth, Selena Gomez]",,
"Genre","1.0","Genre-{dbpedia_8463}","{Electropop}","Electropop",,
"Duration","1.0","Duration-{spotify_12195|spotify_6118}","{205947.0|180013.0}","192980.0",,
"Artist","0.6","Artist-{spotify_11005|musicbrainz_15697|musicbrainz_15702|dbpedia_3196|musicbrainz_15701}","{[Milky Chance]|[Milky Chance]|[Milky Chance]|[Milky Chance]|[Milky Chance]}","[Milky Chance]",,
